,,0
110912,63310,0.9476664076787068
63310,57428,0.9476663843341192
56681,56675,0.9473822229788694
154510,395,0.947358325126021
65583,395,0.9471473022552156
154517,154513,0.9468259452657736
57351,56099,0.9467182634532384
59081,394,0.946391870912887
154517,394,0.9463754793656132
110981,70595,0.9461370158249086
154513,59081,0.946095324222556
110981,63324,0.9457630667662728
57337,56099,0.9439625302193676
154517,154510,0.9435497444201876
56468,54207,0.9430311580466396
149713,149711,0.9429714722945416
154510,59081,0.9429589465611408
154517,65583,0.9428658503957252
149642,149637,0.9427287175988188
70595,57486,0.9426319853987783
65583,59081,0.9426177885301522
141706,139602,0.9425442228752722
141706,139629,0.9425441579966666
63324,57486,0.9424239220267684
141516,139602,0.9423771994647452
141516,139629,0.9423771256415372
141768,139869,0.9423014975336024
141533,139642,0.9422052411563732
141722,139642,0.9422050868238806
141533,139607,0.9422050404033804
141722,139607,0.9422048860842726
141637,139653,0.9421963877139142
141091,56099,0.9414809973161709
56790,54193,0.9414598462086264
56631,54207,0.9406741790372652
54196,44759,0.9403568740909496
110888,70587,0.9402275204596536
110888,63331,0.9402274821949854
63314,57440,0.9400763073339442
110924,63314,0.9400761783216298
70589,57440,0.9400761123787812
110924,70589,0.9400759833532908
70587,57207,0.9398777384759294
63331,57207,0.939877711090556
139776,139022,0.939872892999384
56842,56790,0.9389209140424624
139776,139018,0.9386778109615254
56539,42585,0.938664397849857
70586,57411,0.9380912518137696
110876,70586,0.9380909294397668
63299,57411,0.9380907129584188
110876,63299,0.938090390615889
56310,56196,0.9380088365484112
65613,65603,0.93795727702495
141777,139996,0.937793564936268
141777,139834,0.9377934014829042
141751,139996,0.9377933237939324
141751,139834,0.9377931603632624
56524,54207,0.937140167766604
140549,140188,0.936918064949444
140549,138960,0.9369178758295448
56539,56467,0.936462997939682
57351,57339,0.9362371802230836
56634,56632,0.9360629605060627
56790,56539,0.9358928350977828
56631,56539,0.9358383808578176
56472,56468,0.9356790255433324
141704,141462,0.9353142201346012
141514,141462,0.9353140743985492
140522,140188,0.9342867446958568
140522,138960,0.934286422385079
141728,139609,0.9341335638070388
141539,139609,0.9341335638070364
141421,140487,0.9340061135658068
141421,140461,0.9340060985954302
141233,140487,0.9333761760540698
141233,140461,0.9333761426475904
54207,42585,0.9333713797480542
141759,139855,0.9332528474640248
141759,140022,0.9332527987728332
141793,139855,0.9332527007274112
141793,140022,0.9332526520359176
57339,57337,0.9323760918668188
57341,57339,0.9323636622741456
141791,139852,0.931365001359314
141791,140019,0.9313649270570468
141758,139852,0.9313486408391836
141758,140019,0.9313485311668076
56498,56468,0.931190219543608
141801,140035,0.9309743158221372
141749,139992,0.9307130174154268
141749,139832,0.9307129069415788
141773,139992,0.9307127805192754
141773,139832,0.930712670041909
141091,140485,0.9303386197106112
141091,140460,0.9303385212202526
140545,138850,0.930132058816987
140520,138850,0.9298931539812908
140485,63307,0.9293798945335564
140485,70593,0.9293797632987264
140460,63307,0.9293797190694472
140460,70593,0.9293795878187128
54193,110924,0.9292950434994336
54193,57440,0.9292949779303749
56508,56505,0.9292506912672908
56468,56467,0.9290735926994892
56467,54207,0.9288701349905972
141091,57339,0.9285359094721556
56468,44759,0.9279351407189492
70593,56099,0.9279084027108258
63307,56099,0.927908261274316
56790,70589,0.9269386377463998
56790,63314,0.9269386220324176
140038,139601,0.926303138885704
140038,139627,0.9263030743224356
57351,57337,0.9262603908257496
141539,139647,0.9255584990359428
141728,139647,0.92555849903594
141512,139600,0.9251651878943872
141702,139600,0.9251650502057672
110128,63321,0.9250557615250644
110128,70594,0.92505570065126
44759,42585,0.9250350283776474
56556,56554,0.9250081772763304
141512,139625,0.9250040472624694
141702,139625,0.9250038913290874
141144,140715,0.9247786437851928
140485,57337,0.92443430097877
140460,57337,0.924434251872224
56539,54208,0.9243304389791738
63321,57470,0.9242864859670454
70594,57470,0.9242864540025086
56565,56564,0.924177136827001
56524,56472,0.9241494432230144
56790,54207,0.924129804519332
149683,139906,0.9240829046786402
57343,56099,0.9239515242691916
154523,71617,0.923544394627712
141632,139648,0.9235391170308114
71617,56098,0.923065324586808
54193,70589,0.9227047511410468
54193,63314,0.9227047477407052
56467,44759,0.9226660646390804
57351,57341,0.9224422310522926
141417,57411,0.92237055559195
141417,110876,0.922369923036428
140466,70600,0.9221165574875804
141750,139022,0.9220875322955904
141775,139022,0.9220875016915304
140466,63318,0.9219269124684124
140497,70600,0.9218862218252885
141091,57351,0.9217340410318524
140497,63318,0.9216983703255834
141229,57411,0.9216196659687688
141229,110876,0.9216190320151622
60708,620,0.9216138084520734
141759,139776,0.9213879147349024
141793,139776,0.9213878208110736
139776,139026,0.9211895731426004
56524,44759,0.9209568258505022
107734,107733,0.9207160402098492
56631,42585,0.9205497759701802
56790,56631,0.9205104304700878
154519,154515,0.920395735108356
149733,139935,0.9202433802313136
154515,56096,0.9199638717894234
140541,138942,0.919717907735179
140518,138942,0.9197178836953576
140541,140170,0.9197177847571014
140518,140170,0.9197177606403284
110975,70590,0.9195380199647488
110975,63322,0.9195378494002792
110729,63294,0.9194622754512028
110729,70592,0.9194622194623402
63294,57359,0.9194620858113368
70592,57359,0.9194620298199452
70590,57478,0.9194231981908376
63322,57478,0.919423025055769
141176,140475,0.9193849267388934
141176,138851,0.9193848662829828
141368,140475,0.919384795589969
141368,138851,0.9193847351297418
56524,56467,0.9193467435367172
149612,139941,0.9192995121964233
154519,395,0.9191126197323036
57355,57353,0.9190240821022704
56096,395,0.9190165548827376
56539,54196,0.9184816359941286
140466,110939,0.9183878310293692
140497,110939,0.918318726164171
141438,110939,0.9181867928388826
140466,57454,0.9181851441840576
141438,57454,0.9181189178342573
140497,57454,0.9181184178111048
56575,56539,0.917956777220495
141250,110939,0.917779687908225
141250,57454,0.9177093631601134
56631,56468,0.9175941044256616
56575,54207,0.9174017069688756
149715,139923,0.917027932382959
154513,71617,0.916848915523962
56522,56468,0.9167481655986742
154511,395,0.9166744734424748
71617,394,0.9164761492910856
154517,56098,0.9164148459387618
149721,149718,0.9162658112555876
91791,91785,0.9162321385118972
59081,56098,0.9161973341420682
154523,154517,0.9159633743720546
149672,139897,0.9157328814309684
56524,56522,0.9156444173102426
154515,154511,0.9155313526776822
395,393,0.9152826882163166
154523,59081,0.9150873440039098
56468,54194,0.9146603692492278
56747,42585,0.9141223447374364
56790,44759,0.9139994147341292
54194,42585,0.913973062551037
140465,70583,0.9138237569479072
140495,70583,0.9138236028825226
140465,63316,0.9138233561076816
140495,63316,0.9138232020429484
56647,56631,0.9134130061158922
70615,57320,0.9133136094946644
140038,139018,0.913160534678866
54208,54207,0.9130094018654792
56524,54194,0.9128795090720662
70602,57270,0.9128695882678058
61580,60719,0.9128175568840244
154515,393,0.9125624497892388
56468,42585,0.9124763785782488
141801,139862,0.9123522397362746
141763,139862,0.9121859397420397
141763,140035,0.9121859397420372
141438,70600,0.9119183592752372
141704,140038,0.9118641531150612
141514,140038,0.9118640489425336
141438,63318,0.9116824183736064
56790,56468,0.9116777629690748
141250,70600,0.9115133309709328
57349,56099,0.9112895566228572
141250,63318,0.9112738759577834
149685,149681,0.9110808324598456
141750,139026,0.9110330404200008
141775,139026,0.9110330342700608
56579,54194,0.9109285770146636
56587,44759,0.9108942913633716
56574,54207,0.9108777055651144
56574,56539,0.9108097879260656
140483,63299,0.9103844619259333
140483,70586,0.9103843214182432
140459,63299,0.9103843105399632
140459,70586,0.9103841700419149
56631,44759,0.9103493427846256
56467,54194,0.910027689808913
56574,56468,0.9098507105335276
149675,139900,0.9096469278430346
141775,139018,0.909454765343664
141750,139018,0.9094546674001804
141788,139922,0.9094025790766532
149737,141802,0.9093773843783096
56579,44759,0.9093273484177664
139994,139026,0.9092323170915912
139026,138991,0.9092320548271364
139022,138991,0.9092197710892016
139994,139022,0.9092196243124292
56790,42585,0.9091694200266688
56579,56539,0.909096250645602
139022,139018,0.9089625989078324
149705,141784,0.9089124374117032
56575,56468,0.9083235589194748
54196,54194,0.9081549581159776
56575,42585,0.9079918767036664
141338,140492,0.9075980944996224
56631,56467,0.9075158489188284
140542,140089,0.9068972302171504
154515,154513,0.9068233197307644
56498,56472,0.9067998123304596
154515,394,0.906784413317648
154519,71617,0.9067829116709636
56842,54193,0.906627711662232
57353,57351,0.9062346543664984
56524,42585,0.9060684040084768
149686,149630,0.9056687759637798
56467,42585,0.9049167676355814
107688,107687,0.9048461987933012
56790,54194,0.9048126771339976
71617,56096,0.9047739510474824
141417,140459,0.9045560135951514
141417,140483,0.9045560020897015
395,394,0.904525065848644
56631,54194,0.904361897512628
154513,395,0.9043596081073534
110858,63330,0.9039047393742108
110858,70582,0.90390470823077
56574,56524,0.9038604915450036
56660,42591,0.9037935926075262
141229,140483,0.9036791746216736
141229,140459,0.9036791644647408
56675,44759,0.9031422338090868
141774,139908,0.9029040708669994
63330,57400,0.9025379463956852
70582,57400,0.9025378912157238
141274,140476,0.9021658442696234
141792,139928,0.9019792662061696
56631,56575,0.9014604425843674
56310,56209,0.9011541513135184
56842,56539,0.9008939860447002
149677,141772,0.900772557111624
54207,54196,0.9007559713856036
154521,71617,0.9005036017523608
56539,44758,0.9004324668389674
141462,139649,0.9003857401532142
141462,139610,0.900385508287316
57353,56099,0.8997096608660954
56646,54207,0.8996957327748341
56472,54205,0.8996896160036622
139854,139776,0.8993837810985695
140021,139776,0.8993836841968513
71617,56097,0.8993661298242561
56842,44759,0.8993620326924282
56211,56196,0.8993339670980607
56790,56524,0.8990698273284949
56579,54207,0.8990640461943394
149730,139933,0.898956461952148
56575,56524,0.8986903610061868
54208,54194,0.8985765570099794
56631,56524,0.8983675609706021
154517,154515,0.8981878251438915
56539,56526,0.8980100944120404
154515,59081,0.8978762753030153
56538,54207,0.8978215047297959
56575,56467,0.8978163870341264
54208,44759,0.8971598399971278
56587,54194,0.8970356988588217
154517,395,0.8967750044153532
59081,395,0.8965865236827825
56790,56467,0.896334726771938
56648,56631,0.8959517478668179
140038,139776,0.8957032810607901
56646,56539,0.8956578544481875
56574,56472,0.8956360704168285
56539,56522,0.8952709707442995
71617,56468,0.8946267224794319
56468,54205,0.8941448688425938
91792,91786,0.8940131786612857
149691,139910,0.8936283957749657
139018,138991,0.893591045200978
139994,139018,0.8935904520905348
149710,141786,0.8934684349228095
56524,56498,0.8933167536374642
56522,54207,0.8933074539773416
56468,44758,0.8932441875269556
107709,107707,0.8931692684658696
140485,56099,0.8931460493122003
140460,56099,0.8931459394155687
56539,56196,0.8931417431821157
141091,63307,0.8929971443345781
141091,70593,0.8929970333669635
60850,42635,0.8929113696629044
54209,44759,0.8927159945021661
154511,154510,0.892666209158509
56555,56554,0.8924292049907725
149636,139864,0.8923962844964131
154515,56098,0.8920518268751823
54196,42585,0.8919920374467174
56790,56646,0.8919185380788553
154511,65583,0.8918414671104009
110879,63307,0.8915873663575171
63307,57415,0.8915873008209223
110879,70593,0.8915867526982633
70593,57415,0.8915866871569648
154523,154515,0.8915634421381368
56098,395,0.8911366532030348
141253,140499,0.8911152828951654
141253,140467,0.8911149887837005
141441,140499,0.8911147192835666
141441,140467,0.8911144251618142
107701,107699,0.8910043244544715
141462,139018,0.8907471118222619
154510,393,0.8907259245415909
56526,56524,0.8905960936805892
149724,149723,0.8905253186236469
65583,393,0.8905003347370192
140004,139776,0.8903382299215238
139776,138885,0.8903381852752401
154523,395,0.8903030077071604
56539,56209,0.8902719322494266
149642,139869,0.8900897918498069
57343,57341,0.8899326143557033
56539,56512,0.8899220960710815
149632,138903,0.88991545390087
70593,57337,0.8899133423081966
63307,57337,0.8899133223305526
54209,42585,0.8895012736346336
141231,57201,0.8893226875723004
141231,110882,0.8893226817172677
141419,57201,0.8893223557271419
141419,110882,0.8893223498496642
149637,141768,0.8892318480814675
56675,56539,0.8891285421706293
141449,140507,0.889092353524186
141261,140507,0.8890921543322499
141449,140471,0.8890914639604361
